,text,label
203,"RT : In the midst of a pandemic that has already killed 150K Americans and shows no sign of abating, it is bizarre to listen to a s…",1
204,RT : Our entire livelihoods is ran by Rent and Mortgage. Take away them all for these next 6 months. You will have more people w…,0
205,"RT : Keeping a physical distance from people to prevent infection is one thing, but what about the air we breathe? Experts weigh in on w…",0
206,RT : MLB Commissioner Rob Manfred warned union leader Tony Clark in a Friday call that if the league and players don't do a better job…,0
207,"RT : If you are a renter or a landlord who has been impacted financially by COVID-19, you may be eligible for up to $1,500/month in a…",0
208,And we weren't concerned about h1n1 because it has a similar death rate to the flu. Covid has already killed WAY more than h1n1 did in the USA. We didn't try to slow the spread of h1n1 because it wasn't necessary. Covid has an astronomically higher death rate.,0
209,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,1
210,It has not been proven ineffective for Covid. It is not a good choice for advanced covid. Other countries have had great results using it early before symptoms are at hospitalization level...as have some studies....but our media resists that idea.,0
211,RT : I do not trust Dr. Arwady. Any doctor who is okay with sending people back indoors with a positivity rate of 8% that …,1
212,"A surgeon just said to me ""I can't for the life of me figure out why covid is worse here than in Europe"" and then in kindly terms I explained and he seemed receptive. Like at least if he fought back I'd know he was a cynical hack but reaaallllllllyyyy.",0
213,"Instead of at least a temporary fix which would have extended the extra unemployment benefits through November, Pelosi doubles down on a single bill and leaves the jobless with nothing while the pandemic gets worse and worse",1
214,RT : I don’t really care if you want to give yourself a heart attack but it must be nice to make your own medical choices rather tha…,1
215,Shout out to for reminding their colleagues of the importance of forgiving not just federal but private loans as well! Additionally reminding ppl that this relied wasn’t included in the CARES act amid COVID-19. I hope we can see this come to pass.,0
216,There have been cases of people being reinfected months after surviving their first exposure to COVID-19. Science isn't sure there is any kind of permanent immunity with this particular virus.,0
217,They can barely count COVID cases correctly lol they start doing that n we will have “probable” numbers bigger than the population in NJ lol,0
218,"And what's the worst thing about a biological event like a pandemic? Joblessness? The kids out of school? The hospitals collapsing? The revelatory inequality? The deaths? Hardly. No, what really bothers is that a responsible and rational response to a pand. requires what ??",1
219,"Nah, what he is saying is that most of these people protesting that ""Churches are closed"" in the middle of life/death pandemic, are the very same individuals that would throw stones at minorities protesting for their rights. Jesus was crucified by individuals like this.",0
220,RT : You worked overtime to pass tax cuts for the rich 3 years ago. You waited 2 months to start working on another COVID reli…,1
221,"Good morning everybody‼︎ What's up? We hope you'll have a wonderful weekend from now on. I hope you have a nice day and don't forget to be happy~ your happiness is my happiness ,too. Don't lose to the coronavirus! #大阪　#osaka #kawachinagano",1
222,"RT : We want to thank everyone who joined us on Facebook for our live Q&A on #COVID19 testing. If you missed it, you can still vi…",0
223,And how well did that work on the thousands of African girls with the hpv vaccine gates made? Or the ppl in India his vaccine maimed? I am not an antivaxxer by any means but I will not be rushing out to get a rushed covid vaccine,0
224,RT : I'm a physician. I work in the OR where I feel as safe as I can be in a pandemic. My daughter is a high school teacher i…,0
225,You should go back to research & development for Quaker Oats and stop attempting this charade of being CDC Director. History will judge you as the CDC Director who presided over the greatest public health disaster in 100 years. #RedfieldResign,1
226,"RT : Daily reminder that black lives matter, trans rights are human rights, you need to register to vote if you are of age in t…",0
227,"Assist us mercifully this night, O Lord, that, among all the changes & chances of this mortal life, we may ever be defended by your gracious & ready help; through Christ our Lord. Amen. #Pray 4 #coronavirus #florida #hurricaneIsaias #HongKong #Japan #SchoolReopening #homeless",0
228,"I do read the posts, interesting info on there. There's a lot on there the mainstream media won't cover because they only repeat covid and BLM propaganda 24/7, which is a problem.",0
229,"Jonah - if you think the president has botched the response covid and 10’s of thousands of people continue to die as a result, this actually IS a flight 93 election. To say nothing of the litany of other terrible things this president has done. Hence the pressure.",1
230,"Masks are worn to protect others against you, not you from others. Which is why surgeons wear masks while operating. Again though, they were discouraging mask wearing for a reason early on. I’d be curious to know, why, if they don’t help, doctors are encouraging their use?",1
231,I run a $300 million operation that delivers medical technologies to hospitals that are also being used in the battle against Covid-19. I've helped to build multiple successful businesses and created hundreds of good paying jobs. All of my children have grown to be successes.,0
232,"RT : ""I’m really excited about the race – it’s our first one after lockdown and I just want to enjoy it, while training hard for…",1
233,They already made the HEROES act. You failing either take it and be grateful or find yourself facing angry mobs. Hope Schumer adds prison terms for any elected official who profited off of inside info on Covid. Automatic 50 year prison term. Including family & assoc.,1
234,"You didn't thank the Chinese Communist Party for the China Virus which will kill hundreds of thousands Americans, definitely more than the WWII US death toll.",0
235,"RT : If the legislature passed a bill through both houses and he signed it into law, I could live with it. Don’t like it. But…",1
236,RT : she says she got it mid March was very sick for about a month with it Yet she posted live videos of herself on…,0
237,"Patriots have no skin color, time to unite & strengthen our resolve, defend the Constitution & Republic. Take back our 🇺🇸Freedom 🇺🇸Liberty & 🇺🇸Justice4All. Fascism is in the Republic in the guise of DEM. COVID19. 🇺🇸KAG 🇺🇸TRUMP2020",0
238,"Let’s not in our doom and gloom Covid 19 forget man made beast that demands we walk and chew gum at the same time, climate change! We need a positive human response in both ... resilience has been demonstrated in spades, care/respect/let’s apply them touniversal future ASAP.",1
239,The good news: Average hourly earnings jumped 7% in the second quarter compared to last year. The bad news: The Economist says lower paid workers disproportionately lost their jobs due to #COVID which dragged average wages up. #Work #Leadership #Management #CSuite #HR,1
240,"RT : I believe we are still underweighting the damage from what may turn out to be a lost year and a half of schooling. And,…",0
241,RT : Tim Smith March - July 30 2020 “Dictator Dan has gone mad with power. We have rights! You can’t just lock us all down.” Ti…,1
242,That's what aboutism. And that's extremely sad but I don't live in the USA but the USA being destroyed by Trump is going to have an horrific impact on the whole world. #Biden2020ToSaveAmerica You are bringing up other issues to detract from Covid but Covid replicates so fast.,0
243,RT : This series will go down in history as the first one to tackle the pandemic. It didn’t tiptoe on the issue. It didn’t re…,1
244,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",0
245,"no,,, band camp normally wouldve started this week (or last week?? maybe) but because of corona it was pushed out + its online,,,,, but yeah i normally would go to band camp like 3 weeks before band starts so school has not started yet",0
246,RT : When TV series 'The Dead Zone' predicted the spread of 'a virus from China' in 2003 😳Watch this It is Spot On 😳 #FlashbackFrid…,0
247,"RT : 5. Normally, you could argue execs should be rewarded for striking a deal that saves a company. But in this case it was a TA…",0
248,So like did everyone else turn off their social media limits months ago or are you like me and just hitting “ignore” every day? #justasking #COVID19 #ismybrainmelting?,1
249,"But seriously, if Colin laughed at parents as they broke down over having funding cut for autistic children, he won’t give a hoot about students sick with Covid-19. Honestly, the sickest person in Alberta is Colin.",1
250,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",1
251,"RT : The Lame Stream Media will come up will peddle and focus on more fear with COVID 19, to bypass the #EpsteinFiles as much as t…",0
252,MLB Commissioner threatening to end baseball season due to more and more players testing positive for covid. The same will happen to the NFL if they do not re-think their strategy.,0
253,"MLB Commissioner Rob Manfred warned union leader Tony Clark in a Friday call that if the league and players don't do a better job of following Covid-19 protocols and managing the virus, Manfred could shut down the shortened season, ESPN reports",1
254,"RT : AZ #Covid hospitalizations: down 35% from peak 18 days ago. CA: down 8%, peak 10 days ago. FL: down 14%, peak 10 days ago…",0
255,"RT : 🚨 As long as #COVID19 keeps sports on hold, the boys at FaceOff Hockey will post a glue guy everyday to remind us of th…",0
256,"$500 billion for a bailout of a handful of Wall Street bankers regarding Commercial Mortgage Backed Securities, Gaetz. Free money for them. Republicans want real workers to play Russian Roulette with their health and possibly even die, from Covid-19. $Pro-Life$(R) indeed.",1
257,RT : I came home at 11pm only to read that a Tory MP is blaming COVID-19 spike on Muslims & ethnic minorities 🤬 Is this the thank…,0
258,"well done sir for your Covid19 handling. The Abule-ado explosion that claimed lives, till now no explanation, no preventive advice, containers falling like rain on lagosians, touts everywhere making business harder forcefully obtaining money before goods can land.",0
259,"Trump isn’t trying to distract from the pandemic. He’s lost interest in the pandemic. The election nonsense was a distraction from the economic numbers yesterday: 32.9% GDP contraction. Trump cares deeply about how he’s perceived on the economy, deeply.",0
260,"If you had close contact with someone with #COVID19, the health department may call you to let you know you were exposed and ask you to quarantine at home. Answer the call to slow down the spread. #slowthespread",1
261,"RT : you get in your with your drivers license & put your seat belt on & go the speed limit & stop at red lights with a shirt, pa…",0
262,RT : Since some want to blame the current deaths & cases on the protests & ignore that MOST of the increased cases came from openi…,0
263,"Over 5,700 #coronavirus deaths in USA in the last four days. Total dead likely to exceed 200,000 before the election More dead after that as #Trump refuses to go quietly and refuses cooperation with President-elect Biden.",1
264,Dinner and a movie during COVID must be the most awkward date ever. 'Could you lift your mask so I can kiss you?' #fridayfeels #datenight #dinnerandamovie #covid #justnetflix,1
265,RT : So 1 case is now 3 cases and this was in a room with 12ish students and many extra precautions. Classes in sept with have…,1
266,"Everyone knew this deadline was coming. Dems put in their plan in May. Maybe the Repubs should have come up with a plan sooner than 4 days before the deadline. Oh, wait. Only Dem states were having COVID issues, right? Not any more. Now they need a plan that helps reds, too.",0
267,"RT : The Department of Health reported 123 new cases of COVID-19 on July 31 for the state: 119 cases are from Honolulu County, 4 f…",1
268,A good time to wake the Fuck up. It was from inaction by our elected officials that Covid was able to hijack the economy. It is through continued inaction that the situation in the streets will begin to get out of control. (We ain't seen nothing yet.),0
269,RT : Tim Smith March - July 30 2020 “Dictator Dan has gone mad with power. We have rights! You can’t just lock us all down.” Ti…,1
270,"Apart from reports of brief appearances of COVID19 cases at Harris Park, Leichhardt and the Australia Club, & a case isolated in Orange, it seems there hasn't been any other noteworthy NSW COVID19 news to report since yesterday mornings numbers. We await today's data.",1
271,"RT : This is a lie. It is a ridiculous and dangerous lie. How many of you have been tested at least twice? My guess is, unless…",0
272,60 years I believe 60 years. But today It will kill you maybe! well If you take it and get hit by a car or take it and get eaten by a Shark. Ya very dangerous. Don't take it you have a good chance of dying from CHINA VIRUS ... I'd take it for sure.,0
273,"RT : If there is no one there on lockdown, & you or a family member asks for HCQ, Z-PACK, & Zinc, Who's witness? If no one is th…",0
274,RT : The COVID vaccine is the point of no return. If you consent to that one vaccine you are also consenting to the entire a…,0
275,"We need the UK doctors to speak out now, like in the USA. They know this is a hoax. HCQ is the answer not lock down. Banks must have an ulterior motive to print all this money to bail out a country, for a scam.",0
276,"#coronavirus update in #Andorra. New cases confirmed 3, new recovered 1. Total cases in Andorra confirmed 925, recovered 807, deaths 52. +0.33% daily cases increase, 3 reported today UTC time.",1
277,I'm pretty sure there's a mission impossible movie where Tom cruise saves the world from a virus that an evil pharma company wants to release so they can sell the cure. #covid911 #COVID19,0
278,RT : Anti COVID vaccine in the US is on 3rd human trials . I will wait for that with a prayer . ayaw ko ng made in China .,1
279,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,0
280,"Recent mandatory testing for those qualified for early releases has resulted in two newly confirmed covid cases in RJD. Meanwhile, you are deceptively moving people from yard to yard to clear out a building for intakes of covid patients from other facilities. Why",0
281,"Well, wait until the elections, I’ve heard corona would magically disappear. By the way, Europe is awesome. Republic of Srpska and Serbia have amazing cuisine, beautiful women and people are friendly in general, contrary to the things you must have heard before.",0
282,"RT : “We know that wearing masks will reduce the spread of the virus. With cases increasing, this is a big step forward to protect pub…",1
283,"You do point out how a lot of the world doesn’t have proper medical treatment. However, in the US, covid will kill many more people this year than all of those diseases combined.",1
284,Volume posting puts your stuff in front of those who post infrequently. I had to unfollow some accounts just because all I saw was Wal-Mart brawls and memes about steam and lemon peels killing Covid.,0
285,"RT : Sen. Ted Cruz: ""We are paying a whole lot of people a lot more money to stay home and not work than they made on their jobs --…",1
286,RT : I wish there was as much attention paid to protecting our children from Covid19 as there is for sports figures. I can live w…,0
287,"RT : Just had an angry guy taunt me in a shop for wearing mask. ""Are you going to hold up the shop? What are you doing it for…",0
288,"Wrong. The guidelines came from CDC/WHO. Trump passed along that information to the governors and left it up to them. If he had taken more direct action, you'd call him a dictator. Grow up.",0
289,"Why does the GOP plan include cuts to Social Security? There's no ""meet in the middle"" when you guys use a pandemic as cover to cut Social Security. Fuck you.",1
290,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,1
291,"You’re calling parents selfish but honestly, what’s the alternative? Are you in favor of universal basic income that would allow parents to stay home and not work? What about the people who are essential and have to go to work? Who watches their kids? Think through what you want.",0
292,"Covid is horrible. People have lost friends and family members. Their jobs and homes. But just now, in this minute I miss being able to pet all the puppies and dogs. Such a simple thing that’s so good for the soul.",1
293,Go to the CDC website. The only states to see an increase are Utah and Wyoming. Utah has 337 possible new cases and Wyoming has 469.,1
294,"RT : Rather than ask why so many Victorians ignored the tickle in their throats and went to work, we need to ask how we've bui…",1
295,"RT : It’s Week 19 of the COVID experience and we have a ways to go. In my weekly video, I put forward my plan for how to open…",0
296,"RT : ""Multiple players briefed on the call fear that season could be shut down as soon as Monday if positive tests jump or if p…",0
297,"RT : Don’t vote Tory , organise PPE , have a clear and concise message to the public , Don’t vote Tory , ..... Employ a health…",0
298,RT : Is your doctor Donald Trump? Look forward to you jumping on TV in a few weeks like one of those idiots kneeling before a t…,1
299,"RT : 150K dead from COVID-19 in 5 months. That is over 1/3rd of the total US deaths in WW2, which we were actively fighting for nea…",1
300,"Yes, we can ""scream"" about covid when he does big rallies, then mock him when his attempt to continue endangering lives at these vapid mass jerk circle blows up in his face. Those two things actually correlate. What are you talking about?",0
301,I know two people who got China virus wuhan virus covid Both had flu shots People in nursing homes get flu shots People with co-morbidities get flu shots Homeless don’t get flu shots either do street thugs. Think about it.,0
302,RT : Shielding was 'paused' for this little man & his family today. Dáithí's excited to be out but by simply washing our hands & soci…,1
303,I’m not the one trying to disprove something here bud. So are all the other countries who employed masks and social distancing in much stricter fashion making up the virus or their much speedier return to normalcy?,0
304,National endowment? Putting that aside the whole point of the comment thread re: USPS is that it has nothing to do with the bill on Covid and is just example of lousy and sloppy legislation trying to sneak in some extra spending.,0
305,"You really are an idiot. It’s shameful to live in the same state as you. Plaquenil, which I’ve taken for lupus for years does not a damn thing to save your butt from Covid-19. You will cause ppl to die. Their blood will be on your sorry hands.",1
306,The Trump administration is hiring consultants with drug industry ties to steer its effort to find a coronavirus vaccine under a contract that allows them to avoid disclosing potential conflicts of interest,0
307,Oh yeh....Just ask the Uighur. Or victims of live organ donors... or the people who were locked in their homes during tha pandemic. This woman is delusional.,0
308,RT : U.S. rent is due on Aug. 1 — and nearly 30% of renters are at risk of eviction after federal protections ended on July 24. Som…,0
309,a family relative whose a degree holder with masters in education spreading a video of one guy talking about covid relating it to the antichrist??? GASP,0
310,It’s okay. Personally they selection is meh we’ve had about 3 boxes and didn’t find much in any of them that we like. Shipping is slow but that’s because covid. We love the British snack box subscription though. All depends on taste at the end of the day. Nice big snack tho!,0
311,They shouldn't even test them. If you don't feel well stay out. With so many players being asymptomatic if they weren't getting tested they'd never know. Don't give me well the families... cause most of america is probably walking around with covid and doesn't even know it.,0
312,"RT : The government be like, “you’re in a lockdown, but go to the shops, but don’t meet family, but go to the pubs and suppo…",1
313,"By the way, the parking lot I was abandoned in was busy and business's had people coming/going. In fact, many in my travels now,seem busy like no pandemic. Goes to show priorities. Those closing,were failing anyway.",1
314,RT : SAY NO TO MAIL IN VOTING!! VOTE IN PERSON!! MAKE SURE OUR VOTE COUNTS!! WEAR A MASK IF IT MAKES YOU FEEL BETTER! VOTE IN P…,0
315,I mean to be fair the warmer weather thing was from WHO and CDC research of what they knew of the virus at the time. They’ve been wrong at just about all the info provided up to this point.,0
316,"Because you're an idiot who refused to follow CDC guidelines, then tried to blame the mask for your infection. Keep your quackery to yo'self. #TrumpThreatensAmerica",1
317,"Could you also tweet about the numerous sports teams that have been practicing since July with no spread of covid, think you are painting only one picture about sports",0
318,"Dear Mr Sam, International flights operations are already continuing in a controlled manner through VBM & special charters to many parts of the world. We will further ramp up operations after considering the behavior of the pandemic, and demand from our citizens.",1
319,Halos 5 months na may pandemic but still greatful that my family and i are still healthy and blessed. Thank you lord! Please continued to heal those who are insick and guide those who are inneed. #blessedaugust,1
320,The MLB commissioner is threatingvto end the season if Teams don’t do a better job with Covid????!!! Are you kidding me??? How about you as a commissioner do a better job protecting your players. As far as I can see you haven’t done anything,1
321,"RT : Decent Tories might well sit there and think “oh well at least our ‘team’ is in power, I’m sure things will improve.” It does…",0
322,"RT : 700 more Covid cases overnight in Iowa. And 11 more dead! I'd like to know the ""REAL"" numbers in this fucking state but the G…",1
323,RT : A real leader would be on television rt now asking why the hell Ron DeSantis is doing such a horrific job in the Florida Co…,0
324,"RT : We have money to pay federal troops to go to cities to arrest protesters, but we don’t have money to send national guards to…",1
325,Philly is holding to social distancing standards better than most locations and we still have roughly 25% of our population just doing whatever they feel like... we’re screwed,0
326,RT : Tim Smith March - July 30 2020 “Dictator Dan has gone mad with power. We have rights! You can’t just lock us all down.” Ti…,0
327,"PHOENIX (AP) — Three school teachers in the small eastern Arizona community of Winkelman tested positive for the coronavirus last month and one of them died, according to a Phoenix television station. Just search under Winkelman,AZ for AP artcke.",0
328,RT : SAY NO TO MAIL IN VOTING!! VOTE IN PERSON!! MAKE SURE OUR VOTE COUNTS!! WEAR A MASK IF IT MAKES YOU FEEL BETTER! VOTE IN P…,1
329,RT : Is your doctor Donald Trump? Look forward to you jumping on TV in a few weeks like one of those idiots kneeling before a t…,1
330,"RT : So Dems and the media are fine with this I'm sure, but it's too dangerous for people to vote in person or bury their lo…",1
331,"RT : I want schools to reopen just as much as the next person, but I won't send my daughter to school if it isn't safe. How ca…",0
332,"YEAH? But GDP of the US dropped 32.9%. You failed to mention that. Instead you lie about global COVID-19. The most egregious claim is that children rarely get or transmit COVID-19 knowing your faithful will believe you and endanger their kids. Heartless of you, sad for followers",0
333,RT : The bottom line is we really don’t know a lot about kids and coronavirus because we did the right thing and closed schools in…,1
334,"RT : “It is in the public health interest of K-12 children to be back in school....we need to get on with it.” - Dr Redfield, CD…",1
335,RT : The second wave is said to be on its way. And yet there’s still SO little scientists actually know about the global pandemic th…,0
336,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",1
337,"This is a poor plan; expect the same problems with the #NFL. Leagues that are getting it right are the and , the latter, playing entirely here in Canada🇨🇦 #MLB and NFL should have been more creative, and safe #sports #COVID19",1
338,"They are being silenced by liberals, fake news media, social media, TV doctors,and so called experts like Fauci. We desperately want real doctors to have as much input as Fauci or the CDC. Doctors who actually treat Patients.",0
339,"RT : i miss my life pre-corona. i mean, it wasnt by any means ‘better’ for me, but at least i wasnt waking up everyday to thousands…",1
340,My father worked at that same facility for 30 years and was there when anthrax came through. During that time I was constantly picking his brain about the postal process. So unlike a lot of the other temporary work hired during the high covid-19 volume I actually understood a lot,1
341,Well said-COVID should not become an Excuse for accelerating & Exploiting Climate Change! You did speak piratical and to the point- COVID IS AN EMERGENCY OF TODAY CLIMATE IS AN URGENCY FOR TOMORROW Both are as Important- Let's live 2 day to see 2morrow!,1
342,RT : Anti COVID vaccine in the US is on 3rd human trials . I will wait for that with a prayer . ayaw ko ng made in China .,1
343,The deficit was getting pretty bloated before the pandemic. How many trillions since then? Trump will promise perfect healthcare and lots of other goodies to get your vote but we will never see him follow through with anything.,1
344,17) Sports began to return this week. A few days after the season started most members of the Florida Marlin's tested positive for COVID-19. They may have to take a private bus from Philadelphia to Miami to return home.,0
345,"When people say that COVID is a hoax for US political reason, are they saying the whole world was in on this? Just want to clarify their implications",0
346,"RT : This is a lie. It is a ridiculous and dangerous lie. How many of you have been tested at least twice? My guess is, unless…",0
347,RT : I can’t imagine how hard it is for people who were not allowed to say goodbye to their loved ones to watch John Lewis’s fu…,0
348,"Assuming that the virus was transmitted from China to the United States (the origin of the virus needs to be verified), why didn't your president control it at the very beginning, which led to this situation? Can you think it's China's fault",0
349,"I could try pointing to the mask wearing, or social distancing, but I see your profile is full of hatred, so there is no point trying to convince you.",0
350,"Please don’t. You aren’t a reliable source And I don’t trust your judgement. I watched my dad die from COVID in April. I tested positive in May, mild case. I had weeks in quarantine to do nothing but read up on this. Please stop or I’ll have to block you.",0
351,RT : We’ve been surprised with an emergency vet bill of £873 and we’re struggling to even pay rent due to covid and my dad unab…,0
352,RT : You can always count on Rep. Jim Jordan to call out BS where ever you he sees it! Dr. Fauci and his REFUSAL to say #Bla…,0
353,"I sincerely doubt that. In fact, I doubt you have the virus at all. I think you're doing this to sell hydroxychloroquine. In a couple of weeks, you'll claim to be ""cured"" by your quack remedy. Of course, if you die of COVID, I'll be proven wrong.",1
354,"Undocumented immigrants have been facing monumental obstacles trying to survive the pandemic. With no financial relief, and lack of access to testing & care, on top of attacks on the community. What's your story? Share with . Text UndocuUnderCovid to 877-877",0
355,"RT : AZ #Covid hospitalizations: down 35% from peak 18 days ago. CA: down 8%, peak 10 days ago. FL: down 14%, peak 10 days ago…",1
356,"Q: Will Herman Cain’s Death Change Republican Views on the Virus and Masks? A: No. The messaging I have seen from the right says he died from colon cancer, no mention of COVID-19, despite his reported recovery from cancer years ago, so, no, I don't think it will change anything",1
357,RT : “The hard truth is that some people are still going to get Covid in Britain and a small number of them are going to die.…,0
358,RT : CDC has awarded a total of $3 million to 7 communities to scale up quality #HIV prevention services in #STD clinics as part of…,1
359,"RT : “Dozens” showed up so he could waste $200,000 AN HOUR for the use of Air Force One while we have how many people unempl…",1
360,RT : One of the things I do for a living is design governance models. I'm very good at it. People pay me lots of money to do it. Wh…,1
361,"Yes yes check & balances. Can we start working together to rid covid19 now, please. Cooperation at all levels 9f government. No leviathon",1
362,"RT : The Lame Stream Media will come up will peddle and focus on more fear with COVID 19, to bypass the #EpsteinFiles as much as t…",0
363,"Wow the NFL, NBA, and NHL are getting better covid testing than medical front liners...they get tested daily and we get tested ONLY if we get exposed and have symptoms! How screwed up is that?",1
364,"RT : Dems see lockdowns as a means to an end, the virus as a political opportunity to exploit. Win the White House by any mea…",0
365,RT : NEWS: GOP Rep. Will Hurd told me today that he now doesn't know whether he'll vote for Trump this fall. When asked about d…,0
366,RT : You worked overtime to pass tax cuts for the rich 3 years ago. You waited 2 months to start working on another COVID reli…,0
367,RT : Thousands headed to Brighton beach - despite the risk of #coronavirus - on the hottest day of the year so far. Read more: htt…,0
368,Throughout this pandemic it has shown me the type of fellowship I taught I had was really never there. It is now that I am experiencing true authentic fellowship that I've long for.,1
369,"RT : I just crossed the 4 month mark of being sick w' #COVID19. I am young, & I was healthy. Dying is not the only thing to wor…",1
370,RT : not only is this cop a dick who just told protestors they should basically shut up and get over it - he also ~doe…,1
371,"You know the argument ""If we pay people too much in COVID aid, they won't go to work""? That is the friggin' point! We don't want anyone to feel the need to work, so we can prevent the further spread of this disease!",1
372,"RT : 13 states are in the red and Harvard experts are saying that these states need to lock down now, so that the virus can’t…",0
373,"RT : ""A virus is far too small to be stopped by a mask"" This is really simple. A virus IS too small to be stopped by a mas…",0
374,"RT : 700 more Covid cases overnight in Iowa. And 11 more dead! I'd like to know the ""REAL"" numbers in this fucking state but the G…",0
375,"RT : Elkhart County will join the rest of Indiana in stage 4.5 of the Back on Track plan tomorrow, Aug. 1. Dr. Lydia Mertz cite…",0
376,RT : I'm a physician. I work in the OR where I feel as safe as I can be in a pandemic. My daughter is a high school teacher i…,0
377,"It's a mistake for your mother to give birth to you, and it's another mistake for God not to infect you with the virus. Don't always say it's China's fault!",0
378,RT : YEAH I HAVE A DOG AT HOME HIS NAME’S MAX YOU SHOULD MEET HIM. IVE ALSO GOT MARIO KART HEHE. AND DONT WORRY IVE GOT WORK I…,1
379,"Just thoughts on my mind bro. From the Saudis trying to buy Newcastle, to FIFA president arrested for corruption, NBA returning in the pandemic, Beyonce album with African culture. Just a lot of discussions at once",1
380,"Depends on the topic. Mitigating a global pandemic, sure it’s Fauci. Turning a blind eye to abuse and getting away with it, not sure Fauci is your guy.",1
381,"Not to mention the issues that follow people with foreclosures and evictions. Some people won't recover from that. If we can bail out banks and big business, we ought to be able to help regular people through a pandemic.",0
382,But But But I thought Biden was gonna get schooled by the Chinese... These idiots actually thought only Dem cities would get infected with a virus.....Stupid is as stupid does momma always says.,0
383,RT : This Lockdown Housemates gats to be the most boring HMs ever on the show. Can we just have a Recap of Last ye…,1
384,"If Russians want to help America get healthcare and pretend to be a civilized nation, who am I to turn that away? Maybe we could have had a better response to this pandemic.",0
385,"RT : This kind of loss is unamginable. To all of you who choose to party, walk out of your home without a mask, disregard t…",0
386,"There is no COVID problem. And didn’t Fauchi say he, Trump, was doing all he possible could. No problem and your ill informed of the actually facts.",0
387,"RT : So Dems and the media are fine with this I'm sure, but it's too dangerous for people to vote in person or bury their lo…",0
388,RT : HOW COULD THIS BE? I got pretty rev'ed up today on . How could it be that the nation that leads the world in Sci…,0
389,RT : I wish we could do a 3 week national lockdown; pay each household 1000 per week to stay home; require & provide masks to *…,1
390,"Such bullshit. I’m sorry, but releasing non violent criminals is one thing... but the courts have NO BUSINESS releasing violent criminals. I don’t give a s-t if there’s COVID...it’s part of the consequences of being a violent POS.",1
391,Decided im just gonna sit back and enjoy sports. Not gonna worry about what could happen. Wear a mask. Social distance. Let’s beat this for good. Enough already.,0
392,"RT : oh hey don't mind me it's me & my hubs on our wedding day on a mountain 12,000 ft above sea level eloping & what not in a p…",1
393,"RT : From the NBA to Vegas casinos, everyone is clamoring for the $299 Oura ring. But not even the startup knows if it can actually d…",1
394,RT : SMCM is making students get a covid test 7-10 days before move in day. Results take up to two weeks to get back. This m…,0
395,"RT : People of colour make up 83 per cent of reported COVID-19 cases in Toronto, but they only make up half of the city's po…",1
396,I am both a teacher AND a parent. I understand the predicament that parents are in. I have been away from my children for 4 hours max since March 16th. But it is irresponsible to send them in practicing social distancing and wearing masks when adults cannot act accordingly.,0
397,RT : My sister is a teacher. I love my sister. I do not want my sister to get sick. I know not everyone dies from COVID but some…,0
398,"I get masks even though a buncha people including fauci, the CDC and WHO have all said they’re not scientifically proven. if sprouts starts telling me I have to wear goggles to buy my damn plantain chips, we’re living in a simulation. 2020 is broken. Gimme the reset button!",0
399,"RT : So Dems and the media are fine with this I'm sure, but it's too dangerous for people to vote in person or bury their lo…",1
400,That’s funny. Tom Hanks and his wife said they were given Chloroquine in Australia when they had Covid19 and they were cured.,0
401,RT : You worked overtime to pass tax cuts for the rich 3 years ago. You waited 2 months to start working on another COVID reli…,0
402,RT : Her driver of many years was literally a Chinese spy. He heard everything that was said at the back seat of her car and wa…,0
403,"clutching your pearls and crying”Eek!” does nothing to stop the deadly spread of Covid 19. Your insincerity rings through. More than 153,000 dead over 5 months, idiot! Shame on you and on your self righteous garbage!",0
404,"Assessing work of breathing (WOB) in #COVID patients: ""When gauging sternomastoid activity, I do not rely on inspection"" ""Palpation of the sternomastoid muscle, and detection of phasic contraction, is the most direct sign on physical examination of increased WOB"" Tobin",1
405,"Is that logical? Because the same holes in the mask are there when you breathe in and out. The virus is too small to be contained by these masks. Thus, manufacturers warnings their product does not protect against the Covid virus.",0
406,"RT : This shit, like the lockout at Woolies, has to blow up in the face of these companies, right? We haven't yet become so neol…",0
407,"#coronavirus update in #Austria. New cases confirmed 175, new recovered 130. Total cases in Austria confirmed 21130, recovered 18758, deaths 718. +0.84% daily cases increase, 175 reported today UTC time.",1
408,"RT : It is not okay that 36,000 Indians have died in a span of 4mons... but the govt is investing money/time in building a te…",1
409,"RT : I want schools to reopen just as much as the next person, but I won't send my daughter to school if it isn't safe. How ca…",0
410,"She did this on Whiskey Jam's live streams at the height of the pandemic. One take, her and the piano, questionable camera work. One of the most powerful performances I've ever seen someone that young do. Watch it about once a week. So good..",1
411,Not in KY. can not pass a law without legislature being in session. They haven’t been in session since Jan. Wear your mask. I’m not caving to the gvnmt. As I’ve said before. A mask becomes a vaccine then a chip. A chip is eternal damnation in a Christian’s belief.,0
