text,label
"RT @murshedz: ‼️NEW ‼️study out of Stanford estimating 18 Trump campaign events leading to:

30,000 cases of COVID-19 
700 deaths 

Trump’s…",1
"RT @Gobierno_Tab: La @SSalud_Tab reporta 34,517 casos positivos a COVID-19, 30,656 pacientes recuperados y 3,039 fallecidos, al corte del 3…",1
"BEST THING WE SAW TONIGHT: Payton Hawkins&amp;#039; season debut on https://t.co/Ovd6IlkTmf #greengroundit
Then when finally healthy again, Harrison County teams were sidelined for two weeks due to the county&amp;#39;s standing on COVID-19 maps by the WV Dept.",1
"RT @thehill: 18 Trump rallies have lead to 30,000 COVID-19 cases, 700 deaths: study https://t.co/uJgrQzz1Hb https://t.co/jaAz61Q872",1
"RT @RTultimahora: ÚLTIMA HORA
El covid-19 se ha cobrado ya tantas muertes entre sanitarios como la Primera Guerra Mundial
 https://t.co/xAQ…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
"RT @NacionalMatanza: 🔴❗#Urgente: La Matanza llegó a 2.000 fallecimidos a causa del COVID-19. Mirá 👉

#COVID19
#Provincia #LaMatanza 
#Salud…",1
RT @SeteLagoas: Assintomática: Paula Fernandes revela que testou positivo para Covid-19 https://t.co/je4vjcHC6V https://t.co/ReDqvSosXO,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
Jusuf Kalla Perkirakan Pandemi Covid-19 di Indonesia Berakhir 2022 https://t.co/7Hj1IBG1vh,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @jljcolorado: Transmisión del COVID-19 por el aire (aerosoles)

Un video de 5 minutos donde explico cómo nos contagiamos, y cómo protege…",1
"RT @JudgeClayJ: NEW: Dallas County Reports 759 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 3 Deaths (1 probable), Including 13…",1
"RT @AP_Europe: In her words: An Italian nurse describes the trauma of caring for dying COVID-19 patients, the anger of seeing people skippi…",1
"For the first time in its fabled 40-year history, the State of Origin series is gearing up to take place at the end of the season due to COVID-19. #9Today https://t.co/JD0ZkvZztr",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
"@0WhoTheHHHeck0 @Dillon_Walsh23 @Cross67LPG @funder @JoeBiden You make no sense, but let me simplify what I was trying to say. The assumption that the Trump administration didn’t respond with caution to COVID-19 because statistically black people are more likely to be affected by this virus is absurd.",1
"RT @SoyYoLetizia: Por cada víctima del COVID-19 ; por todos aquellos a quienes por la pandemia no pudimos despedir y honrar , y por cada un…",1
"RT @MasakiOshikawa: 「…披露宴関連では、マスク着用が徹底されていなかった。大人数で長時間の飲酒を伴う祝宴では気が緩みがちだ。いま一度、気を引き締めてほしい」
と言われても…祝宴ってそもそも「気を緩める」ためのものですよね。COVID-19を根絶しないと安心し…",1
RT @SeteLagoas: Assintomática: Paula Fernandes revela que testou positivo para Covid-19 https://t.co/je4vjcHC6V https://t.co/ReDqvSosXO,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
Jusuf Kalla Perkirakan Pandemi Covid-19 di Indonesia Berakhir 2022 https://t.co/7Hj1IBG1vh,1
"COVID-19 Updates (globally)

Total cases: 46,360,280 
Dead: 1,199,656 
Recovered: 33,472,148 
Last updated: October 31, 2020, 23:58 GMT

#covid19 #COVIDー19 #coronavirus
 https://t.co/ArrduMox1V",1
"@EricTrump ""The overall cumulative COVID-19-associated hospitalization rate through the week ending October 24, 2020 was 199.8 hospitalizations per 100,000 population. ""

How many in that crowd? Oh well! It's only the CDC info. https://t.co/9KKETelONh",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @jljcolorado: Transmisión del COVID-19 por el aire (aerosoles)

Un video de 5 minutos donde explico cómo nos contagiamos, y cómo protege…",1
"RT @JudgeClayJ: NEW: Dallas County Reports 759 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 3 Deaths (1 probable), Including 13…",1
@Airtel_Presence sir ye call connect hone se pahle jo covid-19 k liye information deta hai usko kiya kahte hain?,1
"RT @AP_Europe: In her words: An Italian nurse describes the trauma of caring for dying COVID-19 patients, the anger of seeing people skippi…",1
"For the first time in its fabled 40-year history, the State of Origin series is gearing up to take place at the end of the season due to COVID-19. #9Today https://t.co/JD0ZkvZztr",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
"RT @DailyToreador: The number of active COVID-19 cases in Lubbock County is at 3,223 after 180 new cases were confirmed as of 5 p.m. Friday…",1
"RT @SoyYoLetizia: Por cada víctima del COVID-19 ; por todos aquellos a quienes por la pandemia no pudimos despedir y honrar , y por cada un…",1
"RT @MasakiOshikawa: 「…披露宴関連では、マスク着用が徹底されていなかった。大人数で長時間の飲酒を伴う祝宴では気が緩みがちだ。いま一度、気を引き締めてほしい」
と言われても…祝宴ってそもそも「気を緩める」ためのものですよね。COVID-19を根絶しないと安心し…",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
"In collaboration with @WisconsinWatch, @IowaWatch, @SideEffectsNews and @INN, we analyze rural hospital funding as COVID-19 surges in several states with significant rural populations.   https://t.co/sGJgUbuPk0",1
Kampf gegen Covid-19 in Europa: England und Griechenland vor Lockdown https://t.co/ckmwMvJ9KO,1
For Thanksgiving remind invited guests to stay home if they have been exposed to COVID-19 in the last 14 days or are showing COVID-19 symptoms. Anyone who has had close contact with a person who has COVID-19 should also stay home and monitor their health. https://t.co/uFWgRnB7fW,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
A Covid-19 Halloween😈 https://t.co/08i12OxD9g,1
Moms React to President Donald Trump’s COVID-19 Response | Joe Biden For... https://t.co/5XyI7qSlI9 via @YouTube,1
"@fordnation @ClassicRock981 Daily COVID-19 cases in Ontario topped 1,000 for the 2nd time this week!
Maybe you could spend less time making pumpkin carving videos and DO SOMETHING Dougie!!
🤬

#ONPoli 
#CoronaVirusOntario #Covid19Ontario
#FordIsFailing #VoteFordOut2022 

https://t.co/Dwqqd8rCkJ",1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
"Estados Unidos supera las 100 mil muertes por COVID-19
@Notimex_TV https://t.co/XARodjxRKM https://t.co/ZhL2yc9y2H",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
"In collaboration with @WisconsinWatch, @IowaWatch, @SideEffectsNews and @INN, we analyze rural hospital funding as COVID-19 surges in several states with significant rural populations.   https://t.co/sGJgUbuPk0",1
Kampf gegen Covid-19 in Europa: England und Griechenland vor Lockdown https://t.co/ckmwMvJ9KO,1
¡ENTÉRSE! «Los próximos meses van a ser difíciles»: La OMS advierte de un “peligroso” aumento de casos de covid-19 en muchos países #31Oct #Venezuela  https://t.co/MB5UqdjUUw,1
For Thanksgiving remind invited guests to stay home if they have been exposed to COVID-19 in the last 14 days or are showing COVID-19 symptoms. Anyone who has had close contact with a person who has COVID-19 should also stay home and monitor their health. https://t.co/uFWgRnB7fW,1
RT @AlertaNews24: 🌍 | URGENTE - CORONAVIRUS: OMS reporta récord de 535.928 nuevos casos de covid-19 en las últimas 24 horas a nivel mundial.,1
"Turkish Interior Minister hospitalised after positive COVID-19 test

[Ahval News] https://t.co/QxrzpiOMyx",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
Moms React to President Donald Trump’s COVID-19 Response | Joe Biden For... https://t.co/5XyI7qSlI9 via @YouTube,1
"@fordnation @ClassicRock981 Daily COVID-19 cases in Ontario topped 1,000 for the 2nd time this week!
Maybe you could spend less time making pumpkin carving videos and DO SOMETHING Dougie!!
🤬

#ONPoli 
#CoronaVirusOntario #Covid19Ontario
#FordIsFailing #VoteFordOut2022 

https://t.co/Dwqqd8rCkJ",1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
@jmcalder101 @BeerEnGin1 We're an indie wet led Brewpub that has been operating as off-sales only since we reopened in September. We have gone to great pains to ensure our transactions are Covid-safe. Where do we fall? Why should we be punished for being creative &amp; doing the right thing?,1
"Estados Unidos supera las 100 mil muertes por COVID-19
@Notimex_TV https://t.co/XARodjxRKM https://t.co/ZhL2yc9y2H",1
"FOX5 EXPERTS: The Nevada DHHS is preparing for a COVID-19 vaccine to be rolled out.

@VegasAnchor spoke with Shannon Bennett with the Nevada Division of Pubic and Behavioral Health on the plan ahead of the COVID-19 vaccine distribution. https://t.co/GEdhUSq70s https://t.co/AI86COhMjb",1
"Coronavirus live updates: US reports nearly 100,000 new COVID-19 cases in single day, per Johns Hopkins Univ․ https://t.co/UYyna5BN7v",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"&amp; we have come to the 11th month of 2020, with all that has happened from COVID-19 to the instability of our country. We are still alive &amp; hopeful, we need to be GRATEFUL✊🏿 #EndSARS",1
RT @BBCNews: Covid-19: Austria and Portugal announce restrictions https://t.co/tVgDlgQFIc,1
"We received unfortunate news today that an ATU Local 113 member, a building service person from station services, has tested positive for COVID-19.

The member’s last shift was on October 24 from 7:00 a.m. to 3:00 p.m.

https://t.co/xM4pgv3apM",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
RT @SEMAR_mx: #RecuerdaQue ante esta contingencia #Covid-19 el personal de #SanidadNaval está listo #ParaServirAMéxico. https://t.co/3TOIvE…,1
"RT @JudgeClayJ: NEW: Dallas County Reports 759 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 3 Deaths (1 probable), Including 13…",1
"FOX5 EXPERTS: The Nevada DHHS is preparing for a COVID-19 vaccine to be rolled out.

@VegasAnchor spoke with Shannon Bennett with the Nevada Division of Pubic and Behavioral Health on the plan ahead of the COVID-19 vaccine distribution. https://t.co/GEdhUSq70s https://t.co/AI86COhMjb",1
"Coronavirus live updates: US reports nearly 100,000 new COVID-19 cases in single day, per Johns Hopkins Univ․ https://t.co/UYyna5BN7v",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"&amp; we have come to the 11th month of 2020, with all that has happened from COVID-19 to the instability of our country. We are still alive &amp; hopeful, we need to be GRATEFUL✊🏿 #EndSARS",1
"RT @a_leesha1: Gyms which have no rates of transmission: forced to close  

Universities which have had multiple covid-19 outbreaks: forced…",1
"We received unfortunate news today that an ATU Local 113 member, a building service person from station services, has tested positive for COVID-19.

The member’s last shift was on October 24 from 7:00 a.m. to 3:00 p.m.

https://t.co/xM4pgv3apM",1
"RT @augustosnunes: Na semana passada, pela  primeira vez em cinco meses, a média diária de mortes por COVID-19 no Brasil ficou abaixo de 45…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
RT @SEMAR_mx: #RecuerdaQue ante esta contingencia #Covid-19 el personal de #SanidadNaval está listo #ParaServirAMéxico. https://t.co/3TOIvE…,1
"RT @JudgeClayJ: NEW: Dallas County Reports 759 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 3 Deaths (1 probable), Including 13…",1
COVID-19 vaccine: UNICEF to stockpile more than half a billion syringes by year’s end https://t.co/nDQg7m7en8,1
"You may find this book useful.  The Wuhan Coronavirus Survival Manual: How to Prepare for Pandemics and Quarantines (nCoV-2019, Covid-19 Edition
https://t.co/zMqxNzqiTa",1
"RT @axios: Eighteen Trump campaign rallies ""ultimately resulted"" in more than 30,000 incremental confirmed COVID-19 cases and ""likely led t…",1
"RT @KingValhalla_FC: Before Covid-19 my laptop was stolen, felt so sad coz a lot of thing was had to be put on hold. 

@StillIRise_X0 gave…",1
RT @NTN24ve: Cristiano Ronaldo ha dado negativo a test de covid-19 https://t.co/bfCWvnveKE,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
By ‘Millions face hardship’ as government support ends Covid-19: PM announces four-week England lockdown https://t.co/9Be64zzVFV,1
"RT @Complex: Trump rallies have led to 30,000 COVID-19 cases and 700 deaths, according to new Stanford study. https://t.co/rGS0sQMldS",1
COVID-19 vaccine: UNICEF to stockpile more than half a billion syringes by year’s end https://t.co/nDQg7m7en8,1
"You may find this book useful.  The Wuhan Coronavirus Survival Manual: How to Prepare for Pandemics and Quarantines (nCoV-2019, Covid-19 Edition
https://t.co/zMqxNzqiTa",1
"RT @KingValhalla_FC: Before Covid-19 my laptop was stolen, felt so sad coz a lot of thing was had to be put on hold. 

@StillIRise_X0 gave…",1
RT @NTN24ve: Cristiano Ronaldo ha dado negativo a test de covid-19 https://t.co/bfCWvnveKE,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
Este 1 y 2 de noviembre panteones públicos y privados de la Ciudad de México permanecerán cerrados a fin de evitar conglomeraciones ante a la alza de número de contagios por COVID-19.,1
By ‘Millions face hardship’ as government support ends Covid-19: PM announces four-week England lockdown https://t.co/9Be64zzVFV,1
"RT @Complex: Trump rallies have led to 30,000 COVID-19 cases and 700 deaths, according to new Stanford study. https://t.co/rGS0sQMldS",1
"RT @ProjectECHO: Únase el Lunes 2 de Noviembre, 9:00AM (MT) a la sesión de #COVID19 en América Latina sobre Hipertensión y COVID-19 present…",1
Día de los Muertos y Covid-19: Estudio demuestra que la mitad de los cementerios municipales están saturados https://t.co/S1plQQfwrV,1
"RT @AynRandPaulRyan: My husband is a sleep medicine doctor here in Seattle, the original epicenter of the COVID-19 epidemic.

When his coll…",1
"‘A whole lot of hurt’: Fauci warns of covid-19 surge, offers blunt assessment of Trump’s response https://t.co/XYPu4Kn5tf",1
"RT @ABC: What can voters do to minimize their risk of getting COVID-19 at the polls?
—Be prepared to come early and to wait outside as long…",1
"Para enfrentar segunda onda de covid-19, Inglaterra retoma lockdown https://t.co/lC9rHH4NFw",1
"RT @rmpbs: Tomorrow is Día de los Muertos.
We spoke with an artist who paints calaveras (or skulls) who lost her grandmother to COVID-19 ea…",1
"RT @jljcolorado: Transmisión del COVID-19 por el aire (aerosoles)

Un video de 5 minutos donde explico cómo nos contagiamos, y cómo protege…",1
"Los principales científicos del Reino Unido advierten que ""muchos o todos"" los proyectos de vacunas COVID-19 podrían fallar, la primera generación ""probablemente imperfecta"" https://t.co/eHXbglckFJ",1
Este 1 y 2 de noviembre panteones públicos y privados de la Ciudad de México permanecerán cerrados a fin de evitar conglomeraciones ante a la alza de número de contagios por COVID-19.,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @RTultimahora: ÚLTIMA HORA
El covid-19 se ha cobrado ya tantas muertes entre sanitarios como la Primera Guerra Mundial
 https://t.co/xAQ…",1
"RT @ProjectECHO: Únase el Lunes 2 de Noviembre, 9:00AM (MT) a la sesión de #COVID19 en América Latina sobre Hipertensión y COVID-19 present…",1
Día de los Muertos y Covid-19: Estudio demuestra que la mitad de los cementerios municipales están saturados https://t.co/S1plQQfwrV,1
"‘A whole lot of hurt’: Fauci warns of covid-19 surge, offers blunt assessment of Trump’s response https://t.co/XYPu4Kn5tf",1
Study: Trump campaign rallies likely led to over 700 COVID-related deaths https://t.co/Lc29JwMa4B,1
"RT @ABC: What can voters do to minimize their risk of getting COVID-19 at the polls?
—Be prepared to come early and to wait outside as long…",1
"Para enfrentar segunda onda de covid-19, Inglaterra retoma lockdown https://t.co/lC9rHH4NFw",1
"RT @rmpbs: Tomorrow is Día de los Muertos.
We spoke with an artist who paints calaveras (or skulls) who lost her grandmother to COVID-19 ea…",1
"RT @jljcolorado: Transmisión del COVID-19 por el aire (aerosoles)

Un video de 5 minutos donde explico cómo nos contagiamos, y cómo protege…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"Dinkes Kabupaten Magelang Gelar Test Acak, Dapati 1 Lagi Wisatawan Borobudur Positif Covid-19 https://t.co/Ko47eov5jy",1
@jpsenior12 Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/8dNx4Lj9Wh,1
"CORONAVIRUS: Informe de la Mesa Local de Emergencia Sanitaria acerca de la situación actual de COVID-19 en Escobar.

#NosCuidamosEntreTodos
#QuedateEnCasa https://t.co/Yc7NtSmCAP",1
"Just a reminder, #COVID19 and coronavirus are not interchangable terms. COVID-19 is the disease caused by the SARS-CoV-2 virus, which is a type of coronavirus.",1
"#Entérate El Presidente Andrés Manuel López Obrador inauguró este sábado la ofrenda homenaje a las víctimas de la pandemia por Covid-19 en Palacio Nacional.
 
https://t.co/8pOctNDlCn",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @STLhssports: After winning its first playoff game in eight years, Holt bows out due to COVID-19 https://t.co/HYAueCfFW8",1
"RT @dianeyentel: A new version of the Framework for an Equitable COVID-19 Homelessness Response is now available. 

Download here for guida…",1
"Dinkes Kabupaten Magelang Gelar Test Acak, Dapati 1 Lagi Wisatawan Borobudur Positif Covid-19 https://t.co/Ko47eov5jy",1
"Trunk-or-treat! Orillia finds a COVID-safe to celebrate Halloween
https://t.co/SVTqSHphBf",1
RT @ReutersLatam: Austria ordena el toque de queda y cierra restaurantes para frenar el rebrote de COVID-19 https://t.co/5yUDLvL1MD https:/…,1
@jpsenior12 Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/8dNx4Lj9Wh,1
"CORONAVIRUS: Informe de la Mesa Local de Emergencia Sanitaria acerca de la situación actual de COVID-19 en Escobar.

#NosCuidamosEntreTodos
#QuedateEnCasa https://t.co/Yc7NtSmCAP",1
"Just a reminder, #COVID19 and coronavirus are not interchangable terms. COVID-19 is the disease caused by the SARS-CoV-2 virus, which is a type of coronavirus.",1
"It's a dirty job, but testing wastewater in Southern Oregon and around the state could lead to new cost effective methods for tracking COVID-19's prevalence in a given area.

https://t.co/AxiNSNymPC",1
"#Entérate El Presidente Andrés Manuel López Obrador inauguró este sábado la ofrenda homenaje a las víctimas de la pandemia por Covid-19 en Palacio Nacional.
 
https://t.co/8pOctNDlCn",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @dianeyentel: A new version of the Framework for an Equitable COVID-19 Homelessness Response is now available. 

Download here for guida…",1
Estudante de 14 anos ganha prêmio de “Jovem Cientista do Ano” - #3MYoungScientistChallenge - com descoberta que pode ajudar no desenvolvimento de um medicamento contra a COVID-19. #AnikaChebrolu isolou um composto entre quase 698 milhões de moléculas https://t.co/X91YQljqBK https://t.co/BJ7O2hHpe8,1
RT @Reuters: UK COVID-19 measures: Johnson locks down England https://t.co/SojAXIvcPF https://t.co/pOlt56NSwS,1
"RT @CBCNews: Without reducing the rates of contact, Canada could see COVID-19 case counts rise to 8,000 per day come early December. https:…",1
"The following flights were posted to the COVID-19 Exposures page: https://t.co/sBFniDoyOd
 
• Oct 18, Flair 8186, Edmonton to Prince George
• Oct 23, Air Canada 127, Toronto to Vancouver
• Oct 23, WestJet 725, Toronto to Vancouver 
• Oct 28, WestJet 725, Toronto to Vancouver https://t.co/5WNiyxhwp2",1
ALAMIN ang Comorbidities ng COVID-19. Patuloy na sundin ang BIDA Measures para iwas hawa sa sakit at upang maprotektahan sina Lolo at Lola dahil sila ang nasa pinakamataas na peligro sa COVID-19. BIDA ang may alam! Let's #BIDASolusyon sa COVID-19! https://t.co/bIjmhpJF8P,1
Terrorist who plotted to kidnap Governor Whitmer over COVID-19 restrictions wants out of jail because he's terrorized by the possibility of catching COVID-19 there,1
"RT @RTultimahora: ÚLTIMA HORA
El covid-19 se ha cobrado ya tantas muertes entre sanitarios como la Primera Guerra Mundial
 https://t.co/xAQ…",1
Estudante de 14 anos ganha prêmio de “Jovem Cientista do Ano” - #3MYoungScientistChallenge - com descoberta que pode ajudar no desenvolvimento de um medicamento contra a COVID-19. #AnikaChebrolu isolou um composto entre quase 698 milhões de moléculas https://t.co/X91YQljqBK https://t.co/BJ7O2hHpe8,1
RT @Reuters: UK COVID-19 measures: Johnson locks down England https://t.co/SojAXIvcPF https://t.co/pOlt56NSwS,1
"Women of color continue to disproportionately bear the brunt of the economic devastation caused by the COVID-19 pandemic, reporting higher rates of lost income, food insecurity, and missed housing payments, according to a new study. #publichealth #COVID19
https://t.co/HLp8MnvmTk",1
"Ear, Nose &amp; Throat has many COVID-19 related #openaccess articles. Read through them today!  https://t.co/qATuJdJHuI",1
RT @abcnews: How children got caught up in COVID-19 and QAnon conspiracies https://t.co/yIpW3AIwAN,1
"RT @CBCNews: Without reducing the rates of contact, Canada could see COVID-19 case counts rise to 8,000 per day come early December. https:…",1
"The following flights were posted to the COVID-19 Exposures page: https://t.co/sBFniDoyOd
 
• Oct 18, Flair 8186, Edmonton to Prince George
• Oct 23, Air Canada 127, Toronto to Vancouver
• Oct 23, WestJet 725, Toronto to Vancouver 
• Oct 28, WestJet 725, Toronto to Vancouver https://t.co/5WNiyxhwp2",1
ALAMIN ang Comorbidities ng COVID-19. Patuloy na sundin ang BIDA Measures para iwas hawa sa sakit at upang maprotektahan sina Lolo at Lola dahil sila ang nasa pinakamataas na peligro sa COVID-19. BIDA ang may alam! Let's #BIDASolusyon sa COVID-19! https://t.co/bIjmhpJF8P,1
Terrorist who plotted to kidnap Governor Whitmer over COVID-19 restrictions wants out of jail because he's terrorized by the possibility of catching COVID-19 there,1
"RT @axios: Eighteen Trump campaign rallies ""ultimately resulted"" in more than 30,000 incremental confirmed COVID-19 cases and ""likely led t…",1
"RT @BarbraStreisand: Five more reasons to vote against Trump

1. While Americans are distracted by the COVID-19 pandemic, Trump has reverse…",1
RT @HaddadDebochado: Toda Europa cogitando um lockdown parcial para conter a 2ª onda da covid-19 e a gente aqui achando que tá tudo normal.,1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
Covid-19: Brasil tem 406 mortes nas últimas 24h; total ultrapassa 159 mil - Olhar Digital... (https://t.co/SNqXq8p4Ha),1
"RT @LopezAcevedo_A: Luego de dar positivo a la prueba del COVID-19 y aislarme por 20 días, me es grato informarles que mi salud está totalm…",1
"@ImmaChocoholic Can't wait until the election is over. 2020 has been overly annoying. COVID-19 is just another monkey wrench thrown into the mix. Can we fast-forward to 2021 or something? 😝😝😝😝😝

Miss seeing you. Maybe you could come to Hartford area some time and we could meet for a cuppa.",1
"RT @lemondefr: Le procès des attentats de janvier 2015 suspendu, le principal accusé testé positif au Covid-19 https://t.co/F80uU5gz6P",1
Covid-19: PM announces four-week England lockdown https://t.co/9mEfwlWKGp,1
"🗨️ Do you know someone that might be looking for Coronavirus (COVID-19) translated information? 🗨️
The DHHS have extensive information for people from culturally and linguistically diverse backgrounds, health professionals &amp; industry: https://t.co/pjU96SMsDW
#BeCleanBeSafeBeKind https://t.co/Q7zu33IRYy",1
16 U.S. states reported their highest one-day coronavirus infections while thirteen states were at record levels of hospitalized COVID-19 patients. https://t.co/D4Q6adXhN7,1
Help us stop the spread of COVID-19 by getting tested. Residents of many communities with high rates of COVID-19 can get tested at no cost to you - even with no symptoms. All results are confidential. See the list of communities: https://t.co/4GSDkB5H5B #covid19MA https://t.co/NwoFFw0Xhl,1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
"RT @axios: Eighteen Trump campaign rallies ""ultimately resulted"" in more than 30,000 incremental confirmed COVID-19 cases and ""likely led t…",1
"RT @BarbraStreisand: Five more reasons to vote against Trump

1. While Americans are distracted by the COVID-19 pandemic, Trump has reverse…",1
RT @HaddadDebochado: Toda Europa cogitando um lockdown parcial para conter a 2ª onda da covid-19 e a gente aqui achando que tá tudo normal.,1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
Covid-19: Brasil tem 406 mortes nas últimas 24h; total ultrapassa 159 mil - Olhar Digital... (https://t.co/SNqXq8p4Ha),1
"@realDonaldTrump So that we can have more COVID-19 deaths, which you will be responsible for, murderer!",1
"RT @LopezAcevedo_A: Luego de dar positivo a la prueba del COVID-19 y aislarme por 20 días, me es grato informarles que mi salud está totalm…",1
"@ImmaChocoholic Can't wait until the election is over. 2020 has been overly annoying. COVID-19 is just another monkey wrench thrown into the mix. Can we fast-forward to 2021 or something? 😝😝😝😝😝

Miss seeing you. Maybe you could come to Hartford area some time and we could meet for a cuppa.",1
"RT @lemondefr: Le procès des attentats de janvier 2015 suspendu, le principal accusé testé positif au Covid-19 https://t.co/F80uU5gz6P",1
Covid-19: PM announces four-week England lockdown https://t.co/9mEfwlWKGp,1
"🗨️ Do you know someone that might be looking for Coronavirus (COVID-19) translated information? 🗨️
The DHHS have extensive information for people from culturally and linguistically diverse backgrounds, health professionals &amp; industry: https://t.co/pjU96SMsDW
#BeCleanBeSafeBeKind https://t.co/Q7zu33IRYy",1
Help us stop the spread of COVID-19 by getting tested. Residents of many communities with high rates of COVID-19 can get tested at no cost to you - even with no symptoms. All results are confidential. See the list of communities: https://t.co/4GSDkB5H5B #covid19MA https://t.co/NwoFFw0Xhl,1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
"RT @MartinKulldorff: ""Lockdown strategies have led to many avoidable deaths among those at high risk from COVID-19 infections, while creati…",1
"RT @BreneBrown: We’re all COVID-done but COVID isn’t done. I love these neighbors who are crushing both safety and fun! ⁣
⁣
Next year the k…",1
"TE ODIO COVID-19.

Qué partido hermoso nos estamos perdiendo en El Campín.",1
"RT @memoryboys_puro: 【重要なお知らせ】
「MEMORY BOYS～想い出を売る店～」は、
国内外での新型コロナウイルス(COVID-19)感染症拡大防止のため、
当面の間、上演及びファンクラブの有料会員向けサービスを休止いたします。
詳しくはHPをご確認く…",1
@danscoffer @jpsenior12 Petition: Exempt golf courses from the list of venues required to close due to Covid-19 https://t.co/8dNx4Lj9Wh,1
"#SiciliaOggiNotizie #SiciliaOggi #Notizie
COVID-19: Anticorpo monoclonale Lilly, un accordo con Governo USA, pubblicati i risultati sul The New England Journal of Medicine https://t.co/s4iBeigGhG",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
RT @TheLastWord: Teen who became caretaker to 4 siblings after mother died of Covid-19 urges responsibility https://t.co/5PKsJhJyK2 https:/…,1
